festival_kr,festival,place,place_en,begin_date,end_date,contents,contents_en,organizer,organizer_en,host,host_en,sponsor,sponsor_en,phone,website,additional,address,address_old_style,latitude,longitude,updated,data_organization_code,data_organization,data_organization_en,address_en,address_old_en
상설전 畵,Permanent exhibition,춘천미술관 1F,Chuncheon Art Museum 1F,2022-02-25,2022-03-23,"한국화, 문인화, 서예, 조소 작품 전시","Exhibition of Korean paintings, literary paintings, calligraphy, and sculptures",춘천미술관,Chuncheon Art Museum,춘천미술관,Chuncheon Art Museum,강원도 춘천시청,"Chuncheon City Hall, Gangwon-do",033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10218&search_type=1&search_keyword=EC8381EC84A4ECA084_E795B5,전시관람,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.88237413,127.731335,2023-01-12,4180000,경기도 성남시,"Seongnam-si, Gyeonggi-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do","73-2, Okcheon-dong, Chuncheon-si, Gangwon-do"
뉴웨이브 로컬 임팩트 아카데미,New Wave Local Impact Academy,커먼즈필드,Commons Field,2022-02-15,2022-03-02,사회적경제에 대한 기초 이해와 함께 지역의 문제를 해결,Solve local problems with a basic understanding of the social economy,춘천시협동조합지원센터,Chuncheon City Cooperative Support Center,춘천시협동조합지원센터,Chuncheon City Cooperative Support Center,더웨이브+춘천시협동조합지원센터,The Wave + Chuncheon City Cooperative Support Center,033-910-0203,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10217&search_type=1&search_keyword=EB89B4EC9BA8EC9DB4EBB88C+EBA19CECBBAC+EC9E84ED8CA9ED8AB8+EC9584ECB9B4EB8DB0EBAFB8,특강+강좌,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.86462536,127.735421,2023-01-12,4180000,전라남도 무안군,"Muan-gun, Jeollanam-do","255 Gongji-ro, Chuncheon-si, Gangwon-do","303-14 Hyoja-dong, Chuncheon-si, Gangwon-do"
상화문학제,Sanghwa Literature Festival,수성못 상화동산+수성문화원,Suseongmot Sanghwa Garden + Suseong Cultural Center,2024-05-31,2024-06-02,백일장+시낭송대회+문학강연+문학공연,Encyclopedia + Poetry Recitation Contest + Literary Lecture + Literary Performance,수성문화원,Suseong Cultural Center,수성문화원,Suseong Cultural Center,대구광역시 수성구청,Daegu Metropolitan City Suseong-gu Office,053-768-0002,http://www.suseong.or.kr,,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141,2024-02-16,3460000,전라남도 해남군,"Haenam-gun, Jeollanam-do","78, Deulan-ro 16-gil, Suseong-gu, Daegu","30, Dusan-dong, Suseong-gu, Daegu"
천을산 해맞이,Cheoneulsan sunrise,천을산 정상,Top of Cheoneulsan Mountain,2025-01-01,2025-01-01,"신년메세지, 해오름 퍼포먼스 등","New Year’s message, Haeoreum performance, etc.",(재)수성문화재단,Susung Cultural Foundation,대구광역시 수성구,"Suseong-gu, Daegu Metropolitan City",대구광역시 수성구청,Daegu Metropolitan City Suseong-gu Office,053-666-2163,https://www.suseong.kr,천을산 해맞이 동산+고산초교,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183,2024-02-16,3460000,전라남도 해남군,"Haenam-gun, Jeollanam-do",#VALUE!,"San 11-3, Gacheon-dong, Suseong-gu, Daegu"
완주와일드앤로컬푸드축제,Wanju Wild & Local Food Festival,고산자연휴양림일원,Gosan Natural Recreation Forest Area,2023-10-06,2023-10-08,○ 자연친화+야생체험,○ Nature friendly + wilderness experience,와일드앤로컬푸드축제추진위원회,Wild & Local Food Festival Promotion Committee,전북특별자치도 완주군청,Jeonbuk Special Self-Governing Province Wanju County Office,전북특별자치도청,Jeonbuk Special Self-Governing Province Office,063-290-3977,http://www.wanjufestival.kr/,,전북특별자치도 완주군 고산면 고산자연휴양림로 246,전북특별자치도 완주군 고산면 오산리 산43-1,,,2024-02-15,4721000,전라남도 해남군,"Haenam-gun, Jeollanam-do","246, Gosan Natural Recreation Forest-ro, Gosan-myeon, Wanju-gun, Jeonbuk Special Self-Governing Province","San 43-1, Osan-ri, Gosan-myeon, Wanju-gun, Jeonbuk Special Self-Governing Province"
현인가요제,Hyeonin Song Festival,송도해수욕장,Songdo Beach,2024-08-03,2024-08-04,개막행사+현인가요제 전야제+현인가요제 본선,Opening event + Hyeon-gu Festival eve + Hyeon-in-gu festival finals,(사)한국연예예술인협회,Korea Entertainment Artists Association,(사)한국연예예술인협회,Korea Entertainment Artists Association,부산광역시+부산광역시 서구,"Busan Metropolitan City + Seo-gu, Busan Metropolitan City",02-2655-3157,http://culture.bsseogu.go.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+용궁구름다리+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2024-02-14,3260000,전라남도 해남군,"Haenam-gun, Jeollanam-do","100 Songdohaebyeon-ro, Seo-gu, Busan","135-5 Amnam-dong, Seo-gu, Busan"
부산고등어축제,Busan Mackerel Festival,송도해수욕장 및 부산공동어시장 일원,Songdo Beach and Busan Community Fish Market area,2024-10-25,2024-10-27,개막행사+맨손으로 고등어잡기+고등어 주제공연+종이배 경주대회+고등어캐릭터 전시+고등어 스탬프투어+먹거리장터 등,"Opening event + catching mackerel with bare hands + mackerel theme performance + paper boat race + mackerel character exhibition + mackerel stamp tour + food market, etc.",(사)부산서구문화원,Busan Seo-gu Cultural Center,부산광역시 서구,"Seo-gu, Busan Metropolitan City",,#VALUE!,051-240-4062,http://www.busangde.co.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+송도오토캠핑장+송도해안볼레길+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2024-02-14,3260000,강원도 춘천시,"Chuncheon-si, Gangwon-do","100 Songdohaebyeon-ro, Seo-gu, Busan","135-5 Amnam-dong, Seo-gu, Busan"
안동국제탈춤페스티벌,Andong International Mask Dance Festival,구안동역사+탈춤공원+웅부공원+하회마을 외,"Guan-dong Station + Talchum Park + Woongbu Park + Hahoe Village, etc.",2024-09-27,2024-10-06,탈춤공연+경연대회+대동난장 등,"Mask dance performance + contest + Daedong Nanjang, etc.",한국정신문화재단,Korea Spiritual Culture Foundation,경상북도 안동시청,"Andong City Hall, Gyeongsangbuk-do",문화체육관광부+문화재청+경상북도청+경상북도 안동시청,"Ministry of Culture, Sports and Tourism + Cultural Heritage Administration + Gyeongsangbuk-do Provincial Office + Gyeongsangbuk-do Andong City Hall",054-840-3400,www.maskdance.com,명예대표 문화관광축제,경상북도 안동시 경동로 684(운흥동) 일대,,36.5627376,128.732934,2024-02-13,5070000,강원도 춘천시,"Chuncheon-si, Gangwon-do","Area of ​​684 Gyeongdong-ro (Unheung-dong), Andong-si, Gyeongsangbuk-do",#VALUE!
황룡강 가을꽃축제,Hwangryong River Fall Flower Festival,황룡강변 일원,Hwangryong Riverside area,2024-10-05,2024-10-13,공연+체험+판매행사 등,"Performance + experience + sales event, etc.",전라남도 장성군축제위원회,Jeollanam-do Jangseong-gun Festival Committee,전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",전라남도청,Jeollanam-do Provincial Office,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,황룡강,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062,2024-02-13,4980000,강원도 춘천시,"Chuncheon-si, Gangwon-do",#VALUE!,"461-1 Gisan-ri, Jangseong-eup, Jangseong-gun, Jeollanam-do"
황룡강 (洪)길동무 꽃길 축제,Hwangryong River Gildongmu Flower Road Festival,황룡강변 일원+홍길동테마파크,Hwangryong Riverside area + Hong Gil-dong Theme Park,2024-05-24,2024-05-26,공연+체험+판매행사 등,"Performance + experience + sales event, etc.",전라남도 장성군축제위원회,Jeollanam-do Jangseong-gun Festival Committee,전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",,#VALUE!,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,황룡강+홍길동테마파크,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062,2024-02-13,4980000,대구광역시 수성구,"Suseong-gu, Daegu Metropolitan City",#VALUE!,"461-1 Gisan-ri, Jangseong-eup, Jangseong-gun, Jeollanam-do"
백양단풍축제,Baekyang Maple Festival,국립공원 백암산+백양사 일원,National Park Baekam Mountain + Baekyangsa Temple area,2023-11-04,2023-11-04,공연,show,전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",,#VALUE!,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_05,백양사+애기단풍,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 26,35.43972586,126.8828597,2024-02-13,4980000,대구광역시 수성구,"Suseong-gu, Daegu Metropolitan City","1239 Baekyang-ro, Bukha-myeon, Jangseong-gun, Jeollanam-do","26, Yaksu-ri, Bukha-myeon, Jangseong-gun, Jeollanam-do"
축령산 편백산소축제,Chuknyeongsan Cypress Oxygen Festival,축령산 조림성공지,Successful afforestation site on Mt. Chukryeong,2023-09-16,2023-09-16,공연+체험+판매행사 등,"Performance + experience + sales event, etc.",전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",전라남도 장성군청,"Jangseong-gun Office, Jeollanam-do",,#VALUE!,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,축령산편백숲,,전라남도 장성군 서삼면 모암리 569-5,35.37389043,126.7564871,2024-02-13,4980000,전북특별자치도 완주군,"Wanju-gun, Jeonbuk Special Self-Governing Province",#VALUE!,"569-5 Moam-ri, Seosam-myeon, Jangseong-gun, Jeollanam-do"
에코아트페어 제로섬씽Zero-Somthing 2023,Eco Art Fair Zero-Something 2023,춘천문화예술회관 전시장,Chuncheon Culture and Arts Center Exhibition Hall,2023-11-02,2023-11-18,기후위기를 극복하는 제로 웨이스트 전시 형태,Zero waste exhibition format to overcome the climate crisis,강원행복시대,Gangwon Happiness Era,강원도민일보,Gangwon Domin Ilbo,강원도민일보사+강원특별자치도 춘천시청,Gangwon-do Min Ilbo + Gangwon Special Self-Governing Province Chuncheon City Hall,,,,강원특별자치도 춘천시 효자상길5번길 13(효자동),강원특별자치도 춘천시 효자동 산40-12 춘천문화예술회관,37.872616,127.729341,2024-01-31,4181000,부산광역시 서구,"Seo-gu, Busan Metropolitan City","13, Hyojasang-gil 5beon-gil, Chuncheon-si, Gangwon-do (Hyoja-dong)","Chuncheon Culture and Arts Center, San 40-12, Hyoja-dong, Chuncheon-si, Gangwon-do"
2023춘천예술문화축제 - 제10회 한여름밤의 아리아,2023 Chuncheon Arts and Culture Festival - 10th Aria of a Midsummer Night,상상마당 야외공연장,Sangsang Madang Outdoor Performance Hall,2023-08-19,2023-08-19,춘천예술문화축제  한여름 밤의 아리아,Chuncheon Arts and Culture Festival Midsummer Night’s Aria,춘천민예총,Chuncheon Folk Arts Federation,강원특별자치도 춘천시청+(사)강원민예총 춘천지부,Gangwon Special Self-Governing Province Chuncheon City Hall + Gangwon Folk Arts Federation Chuncheon Branch,,#VALUE!,033-251-8907,,,강원특별자치도 춘천시 스포츠타운길399번길 25 어린이회관,강원특별자치도 춘천시 삼천동 223-2 KT&G상상마당 춘천아트센터,37.874122,127.702307,2024-01-31,4181000,부산광역시 서구,"Seo-gu, Busan Metropolitan City","Children’s Center, 25 Sportstown-gil 399beon-gil, Chuncheon-si, Gangwon-do","KT&G Sangsang Madang Chuncheon Art Center, 223-2 Samcheon-dong, Chuncheon-si, Gangwon-do"
2023 춘천공연예술제,2023 Chuncheon Performing Arts Festival,축제극장몸짓+춘천인형극장+담작은도서관,Festival Theater Gesture + Chuncheon Puppet Theater + Dam Small Library,2023-08-08,2023-08-12,무대 위 펼쳐지는 공연예술 축체,Performing arts festival unfolding on stage,사단법인 텐스푼,Ten Spoon Corporation,사단법인 텐스푼,Ten Spoon Corporation,강원특별자치도 춘천시청+춘천문화재단+한국문화예술위원회,Gangwon Special Self-Governing Province Chuncheon City Hall + Chuncheon Cultural Foundation + Korea Arts Council,033-251-0545,,,강원특별자치도 춘천시 춘천로 112,강원특별자치도 춘천시 효자동 531,37.873095,127.727858,2024-01-31,4181000,경상북도 안동시,"Andong-si, Gyeongsangbuk-do","112, Chuncheon-ro, Chuncheon-si, Gangwon-do","531 Hyoja-dong, Chuncheon-si, Gangwon-do"
달맞이축제,Moonlight Festival,"국토정중앙점, 레포츠공원(평화공업사 앞 주차장)","National Territory Central Branch, Leisure Sports Park (Parking lot in front of Pyeonghwa Industrial Complex)",2020-02-08,2020-02-08,"국토정중앙행사, 전통달맞이행사, 민속놀이경연,상설행사 등","National government central events, traditional moon viewing events, folk game competitions, permanent events, etc.",양구문화원,Yanggu Cultural Center,양구문화원,Yanggu Cultural Center,양구군청,Yanggu County Office,033-480-2510,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=318&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.10632441,127.981517,2022-10-07,4320000,전라남도 장성군,"Jangseong-gun, Jeollanam-do","366-33, Sugeun-ro, Yanggu-eup, Yanggu-gun, Gangwon-do","399 Sangri, Yanggu-eup, Yanggu-gun, Gangwon-do"
제1회 대청호 벚꽃축제,The 1st Daecheong Lake Cherry Blossom Festival,신상동 벚꽃한터 일원,Shinsang-dong Cherry Blossom Hanteo area,2019-04-05,2019-04-07,벚꽃축제+벚꽃가요제+벚꽃길 걷기대회 등,"Cherry Blossom Festival + Cherry Blossom Song Festival + Cherry Blossom Road Walking Competition, etc.",대전광역시 동구청(대행사: 대전문화방송),Daejeon Metropolitan City Dong-gu Office (Agency: Daejeon Munhwa Broadcasting),대전광역시 동구청,"Dong-gu Office, Daejeon Metropolitan City",,#VALUE!,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-11-07,3640000,전라남도 장성군,"Jangseong-gun, Jeollanam-do",#VALUE!,"282, Sinsang-dong, Dong-gu, Daejeon"
제2회 대청호 벚꽃축제,The 2nd Daecheong Lake Cherry Blossom Festival,신상동 벚꽃한터 일원,Shinsang-dong Cherry Blossom Hanteo area,2020-04-03,2020-04-12,벚꽃길 경관조명 설치+드라이브스루 벚꽃 구경,Cherry blossom road scenery lighting installation + drive-through cherry blossom viewing,대전광역시 동구청(대행사: 대전방송),Daejeon Metropolitan City Dong-gu Office (Agency: Daejeon Broadcasting),대전광역시 동구청,"Dong-gu Office, Daejeon Metropolitan City",,#VALUE!,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-11-07,3640000,전라남도 장성군,"Jangseong-gun, Jeollanam-do",#VALUE!,"282, Sinsang-dong, Dong-gu, Daejeon"
제3회 대청호 벚꽃축제,The 3rd Daecheong Lake Cherry Blossom Festival,신상동 벚꽃한터 일원,Shinsang-dong Cherry Blossom Hanteo area,2021-03-27,2021-04-18,벚꽃길 드라이브스루(벚꽃관람+랜선 트롯가요제+벚꽃길 체험영상),Cherry Blossom Road Drive-Thru (Cherry Blossom Viewing + Online Trot Song Festival + Cherry Blossom Road Experience Video),대전광역시 동구청(대행사: 대전문화방송),Daejeon Metropolitan City Dong-gu Office (Agency: Daejeon Munhwa Broadcasting),대전광역시 동구청,"Dong-gu Office, Daejeon Metropolitan City",,#VALUE!,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-11-07,3640000,전라남도 장성군,"Jangseong-gun, Jeollanam-do",#VALUE!,"282, Sinsang-dong, Dong-gu, Daejeon"
제15회 구리 코스모스 축제,15th Guri Cosmos Festival,구리한강 시민공원,Guri Hangang Citizen’s Park,2015-10-09,2015-10-11,코스모스 축제,Cosmos Festival,(사)한국예총 구리지회,Guri Branch of the Korean Federation of Arts and Sciences,경기도 구리시청,Gyeonggi-do Guri City Hall,경기도+한국관광공사+경기관광공사+경기문화재단,Gyeonggi Province + Korea Tourism Organization + Gyeonggi Tourism Organization + Gyeonggi Cultural Foundation,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863,2023-12-04,3980000,강원도 춘천시,"Chuncheon-si, Gangwon-do","249 Cosmos-gil 14beon-gil, Guri-si, Gyeonggi-do (Topyeong-dong)","810 Topyeong-dong, Guri-si, Gyeonggi-do"
제16회 구리한강 유채꽃 축제,The 16th Guri Hangang Rape Flower Festival,구리한강 시민공원,Guri Hangang Citizen’s Park,2016-05-13,2016-05-15,유채꽃 축제,Rape Blossom Festival,(사)한국예총 구리지회,Guri Branch of the Korean Federation of Arts and Sciences,경기도 구리시청,Gyeonggi-do Guri City Hall,경기도+한국관광공사+경기관광공사,Gyeonggi Province + Korea Tourism Organization + Gyeonggi Tourism Organization,031-550-2065,http://www.guri.go.kr,,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863,2023-12-04,3980000,강원도 춘천시,"Chuncheon-si, Gangwon-do","249 Cosmos-gil 14beon-gil, Guri-si, Gyeonggi-do (Topyeong-dong)","810 Topyeong-dong, Guri-si, Gyeonggi-do"
